,ID,formula,smiles,HOMO_LUMO_gap
3509,CIQVUT,C19 H13 N3 S1,CN1c2c(Sc3cnc4ccccc4c13)cnc1ccccc21,5.82269218
3510,CIQXAC,C20 H22 F4 O6 S2,Cc1ccc(cc1)S(=O)(=O)OCC(F)C(F)C(F)C(F)COS(=O)(=O)c1ccc(C)cc1,7.869260440000001
3511,CIRCOV,C13 H12 Cl2 N2 O1 S1,CN1CCC[N+]2=C1C=C(S2)c1cc(Cl)cc(Cl)c1[O-],5.32499595
3512,CIRDEO,C17 H12 F1 N1 O1,Oc1c(F)cccc1C=Nc1cccc2ccccc12,5.8591554299999995
3513,CIRHAO,C17 H16 O4,CC12CC3(CCC(=O)C=C3O1)CC1=CC(=O)C=CC31OC23,6.624339579999999
3514,CIRHIV,C14 H14 N4 O1 S1,COc1ccc(cc1)N1N=C(C#N)C(=S)N2CCCC12,5.85697852
3515,CIRHOB,C13 H12 N4 O1 S1,S=C1N2CCOCC2N(N=C1C#N)c1ccccc1,5.857522749999999
3516,CIRPIC10,C25 H26 O9,CC1(C)OCC(O1)C1OC(C)(C)OC1C(O)c1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,6.0504514700000005
3517,CIRPOI10,C23 H22 O9,COC1OC(C(O)c2cc(O)c3C(=O)c4ccccc4C(=O)c3c2O)C2OC(C)(C)OC12,6.021879520000001
3518,CIRSED,C29 H20 O1,C1Cc2c(O1)c1ccccc1c1C(c3ccccc3)c3c4ccccc4ccc3c21,5.77670494
3519,CIRTED,C13 H10 Cl1 N1 O3,OC1=C(O)C(=O)C(=CNc2ccc(Cl)cc2)C=C1,5.15165942
3520,CIRTIG01,C21 H19 N3 O3 S1,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,5.18893902
3521,CIRTUS,C28 H35 Br1 N4 O6,COc1c(C)c(Br)c2CC3CN4C(CC5=C(C4CNC(=O)C(C)N)C(=O)C(=C(C)C5=O)OC)C(N3C)c2c1O,5.54404759
3522,CIRXAF,C12 H9 N1 O1 S1,S=C1NCc2c(O1)ccc1ccccc21,6.111949200000001
3523,CIRYEH,C27 H31 N3 O2,CCN(CC)c1ccc2N(C(=O)c3ccccc3)c3ccc(cc3Oc2c1)N(CC)CC,6.01534878
3524,CIRZOS,C30 H27 N1 O6,COC(=O)C1=C(C(=O)OC)C2(CC(c3ccccc3)c3ccccc3C1N2c1ccccc1)C(=O)OC,6.16909311
3525,CISBOX,C22 H22,Cc1ccc(cc1)C=C1c2ccccc2C(=C1C1(C)CC1)C,5.74432339
3526,CISBUD,C28 H31 N3 O6,Nc1ccc2C(=O)N(C(=O)c3cccc1c23)c1ccc(cc1)N1CCOCCOCCOCCOCC1,4.92907029
3527,CISBUE,C18 H14 O7,COc1cc(O)cc2C(=O)c3cc(COC(C)=O)cc(O)c3C(=O)c12,5.96555194
3528,CISCIS,C16 H19 N3 O1,CCN(CC)c1ccc(C=Cc2ccnc(O)n2)cc1,5.72718021
3529,CISHAP,C28 H22 N2 O1,COc1ccc(cc1)C(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,5.430304
3530,CISHUK,C18 H13 N3 O2 S1,COC(=O)C(=CC1=CN(N=C1C1=CC=CS1)c1ccccc1)C#N,5.75275891
3531,CISJUM,C26 H22 N4,Cc1cc(ccc1N=Cc1ccccn1)c1ccc(N=Cc2ccccn2)c(C)c1,5.55139467
3532,CISNAV,C36 H42 O6 S5,CCCOc1c(OCCC)c2SSc3c(OCCC)c(OCCC)c4Sc5c(OCCC)c(OCCC)c6SSc1c1c2c3c4c5c61,5.527720759999999
3533,CISPEC,C26 H22 Br1 N3 O5,COC(=O)CN1C(=O)C(Nc2ccc(cc2)C(=O)OC)N=C(c2ccccc2)c2cc(Br)ccc12,5.8330325
3534,CISRAA,C21 H20 N6 O2 S1,COc1ccc2NC=C(C=NNC(=S)NN=CC3=CNc4ccc(OC)cc34)c2c1,5.99303544
3535,CISSEF,C21 H17 N1 O3,Nc1ccccc1C(=O)OCC(=O)c1ccc(cc1)c1ccccc1,5.85316893
3536,CISSIJ,C21 H17 N1 O3,Nc1ccc(cc1)C(=O)OCC(=O)c1ccc(cc1)c1ccccc1,6.091812769999999
3538,CISVAE,C23 H18 Cl2 N4 O1 S1,COc1ccc2cc(ccc2c1)C(C)C1=NN=C2SCC(=NN12)c1ccc(Cl)cc1Cl,5.19574186
3539,CISYIO,C39 H37 N5 O3,CCNc1cc2Oc3cc(NCC)c(C)cc3C3(N(N=Cc4ccccc4OCc4ccccn4)C(=O)c4ccccc34)c2cc1C,5.99466812
3540,CITCIU,C20 H24 N4,CCCCN1C(=CC=C(C#N)C#N)N(CCCC)c2ccccc12,5.29043748
3541,CITCOA,C22 H26 N4,CCCCN1C(=CC=CC=C(C#N)C#N)N(CCCC)c2ccccc12,4.41069341
3542,CITCUG,C24 H28 N4,CCCCN1C(=CC=CC=CC=C(C#N)C#N)N(CCCC)c2ccccc12,3.7995256900000003
3543,CITDAN,C28 H20 N4,N#CC(=CC=CC=CC=C1N(c2ccccc2)c2ccccc2N1c1ccccc1)C#N,3.83408415
3544,CITDER,C18 H17 N3,CN1c2ccccc2C(C)(C)C1=CC=CC=C(C#N)C#N,4.673827500000001
3545,CITFEQ,C23 H28 O2,CC(=O)OC1C(=C2C3C=CC12C1=CC=CC1=C3C(C)(C)C)C(C)(C)C,5.92636755
3546,CITKIB,C38 H52 N2 S2,CCCCCCCCCCc1ccc(nc1)C1=CC=C(S1)C1=CC=C(S1)c1ccc(CCCCCCCCCC)cn1,5.32254692
3547,CITKOH,C34 H44 N2 S2,CCCCCCCCc1ccc(nc1)C1=CC=C(S1)C1=CC=C(S1)c1ccc(CCCCCCCC)cn1,5.4588759499999995
3548,CITKUN,C32 H40 N2 S2,CCCCCCCc1ccc(nc1)C1=CC=C(S1)C1=CC=C(S1)c1ccc(CCCCCCC)cn1,5.2719337400000015
3549,CITLEZ,C12 H7 F3 O1,FC(F)(F)C(=O)C1=C2C=CC=CC=C2C=C1,5.337785289999999
3550,CITMUP,C32 H26 N4 O4,CCC(C)N1C(=O)c2c(C#Cc3ccncc3)c3C(=O)N(C(C)CC)C(=O)c3c(C#Cc3ccncc3)c2C1=O,5.55085043
3551,CITNAX,C37 H26 Br1 N1 O4 S2,COC(=O)c1ccc(cc1)N(CCCc1ccc2Sc3ccccc3C(=O)c2c1)C(=O)C1=C(Br)c2cc3ccccc3cc2S1,5.76255501
3552,CITNIN01,C13 H14 O5,CC1OC=C2C(=C(C(O)=O)C(=O)C(=C2C1C)C)O,5.951946249999999
3553,CITNUQ,C22 H18 S7,CSC1=C(SC)SC(S1)=C1SC=C(SCc2ccc3c(Cc4ccccc34)c2)S1,5.71847257
3554,CITPIF,C22 H29 N1 O6,CCC1=C(C)C(OC1=O)=CC1=C(C)C(=C(N1)C(=O)OC(C)(C)C)CCC(=O)OC,5.18131983
3555,CITPUS,C34 H40 N4 O2,CCCCCCCCN1C(=O)C(c2ccc(cc12)C#N)=C1C(=O)N(CCCCCCCC)c2cc(ccc12)C#N,4.806346939999999
3556,CITQUU,C11 H8 O2,OC(=O)C1=C2C=CC=CC=C2C=C1,5.32118634
3557,CITRIH,C20 H15 N3 S1,N(c1ccccc1)C(=Cc1ccccn1)C1=Nc2ccccc2S1,5.6090828
3559,CITZAI,C22 H18 N1 O2 P1,O=C1N(CCP(c2ccccc2)c2ccccc2)C(=O)c2ccccc12,6.02732179
3560,CIVHOH,C15 H12 N2 O2 S1,O=C(NC(=S)NC(=O)c1ccccc1)c1ccccc1,5.90840804
3561,CIVMIF,C22 H18 N2 O6 S2,COC(=O)C1=C(N(C)C(=O)C1=C1C(=O)N(C)C(=C1C(=O)OC)C1=CC=CS1)C1=CC=CS1,4.01313507
3562,CIVMOJ10,C18 H18,CC(C)(C)c1c2ccccc2cc2ccccc12,5.27002895
3563,CIVMOL,C28 H26 N2 O6,CCOC(=O)C1=C(N(C)C(=O)C1=C1C(=O)N(C)C(=C1C(=O)OCC)c1ccccc1)c1ccccc1,4.30484111
3564,CIVQIH,C18 H14 N2,Cc1ccc(cc1)C(C#N)=C(C#N)c1ccc(C)cc1,5.8782033899999995
3566,CIVSIM,C38 H43 N1 O1,CCCCCCC1(CCCCCC)c2ccccc2N(c2ccc(cc2)C(=O)c2ccccc2)c2ccccc12,5.42785498
3567,CIVSOS,C38 H41 Br2 N1 O1,CCCCCCC1(CCCCCC)c2cc(Br)ccc2N(c2ccc(cc2)C(=O)c2ccccc2)c2ccc(Br)cc12,5.4403722100000005
3568,CIVYIP02,C16 H15 N3 O2,CC(=O)C(=NNc1ccccc1)C(=O)Nc1ccccc1,5.87003998
3569,CIVZAK,C14 H21 N3 O1 S1,CCNC(=S)NN=Cc1cc(ccc1O)C(C)(C)C,5.88691104
3570,CIVZAL,C7 H4 F3 N1 S5,Nc1cc(cc2SSSSSc12)C(F)(F)F,6.23113506
3571,CIWBAN,C13 H17 N3 O2 S1,CNC(=S)NN=Cc1cc(CC=C)cc(OC)c1O,5.94595975
3572,CIWBIW,C21 H18 N2 O2,COc1cc(Nc2c3ccccc3nc3ccccc23)cc(OC)c1,4.899137769999999
3573,CIWCER,C13 H7 N3 O1,Oc1cccc2ccc(C=C(C#N)C#N)nc12,5.5992866999999995
3574,CIWFEU,C32 H18 F4,FC1(F)c2cc(ccc2c2cc3c(cc12)c1ccc(cc1C3(F)F)c1ccccc1)c1ccccc1,5.67901606
3575,CIWFIY,C34 H22 F4,Cc1ccc(cc1)c1ccc2c3cc4c(cc3C(F)(F)c2c1)c1ccc(cc1C4(F)F)c1ccc(C)cc1,5.54350336
3576,CIWFOE,C36 H22 F4 O2,CC(=O)c1ccc(cc1)c1ccc2c3cc4c(cc3C(F)(F)c2c1)c1ccc(cc1C4(F)F)c1ccc(cc1)C(C)=O,5.41996367
3577,CIWGAR,C36 H16 F10 O2,FC(F)(F)C(=O)c1ccc(cc1)c1ccc2c3cc4c(cc3C(F)(F)c2c1)c1ccc(cc1C4(F)F)c1ccc(cc1)C(=O)C(F)(F)F,5.34105065
3578,CIWHOG,C16 H12 O2 S1,CC1(C)Oc2cccc3SC4=CC=CC(=O)C4=C1c23,4.490966989999999
3579,CIWJAU,C5 H2 S5,S=C1SC2=C(SC=CS2)S1,5.937524219999999
3580,CIWLAX,C15 H16 O2,CC1CCC2=C(C)C=C3OC(=O)C(=C3C=C12)C,5.35084676
3581,CIWLAY,C20 H20 N2 O2,CCN(CC)c1ccc(cc1)C=C1N=C(OC1=O)c1ccccc1,4.9530163
3582,CIWLEC,C21 H22 N2 O2,CCN(CC)c1ccc(cc1)C=C1N=C(OC1=O)c1ccc(C)cc1,4.9075733
3583,CIWQUX,C20 H15 N3 O1,Oc1ccc2ccccc2c1C=NC1=NNC(=C1)c1ccccc1,5.913033970000001
3584,CIWYAK,C19 H18 O1,COc1ccc(C=CC=Cc2ccccc2C=C)cc1,5.62132792
3585,CIWYIS,C18 H15 Cl1,Clc1ccc(C=CC=Cc2ccccc2C=C)cc1,5.75956176
3586,CIWYIT,C36 H24 Br1 F3 N2 O3,FC(F)(F)C1NC2(C(=O)N(Cc3ccccc3)c3ccc(Br)cc23)C2(Oc3ccccc3C2=O)C1c1cccc2ccccc12,5.8904485300000005
3587,CIWYOY,C19 H18,CC=Cc1ccccc1C=CC=Cc1ccccc1,5.73534362
3588,CIWYOZ,C38 H32 N4,CC1(C)c2ccccc2N(c2ccc3ccc(nc3n2)N2c3ccccc3C(C)(C)c3ccccc23)c2ccccc12,5.088801119999999
3589,CIWYUF,C32 H20 N4 S2,S1c2ccccc2N(c2ccc3ccc(nc3n2)N2c3ccccc3Sc3ccccc23)c2ccccc12,5.902965760000001
3590,CIWZAM,C32 H20 N4 O2,O1c2ccccc2N(c2ccc3ccc(nc3n2)N2c3ccccc3Oc3ccccc23)c2ccccc12,5.13451625
3591,CIXCIX,C16 H16 N2 O2,CC(C)c1ccc(cc1)N=Nc1ccc(O)c(C=O)c1,6.019430489999999
3592,CIXGIC,C14 H9 Cl1 F3 N3,FC(F)(F)C(Cl)=Nc1ccc(cc1)N=Nc1ccccc1,6.0896358600000005
3593,CIXGUO,C15 H11 Cl1 F3 N3,FC(F)(F)C1(Cl)CN1c1ccc(cc1)N=Nc1ccccc1,6.07031578
3594,CIXHAV,C16 H13 Cl1 F3 N3,FC(F)(F)C1(CCl)CN1c1ccc(cc1)N=Nc1ccccc1,6.10541847
3595,CIXJIF,C10 H12 N2 O1,CC1CNC(=[NH+]1)c1ccccc1[O-],5.80391632
3596,CIXJUP,C18 H10 N2,N#CC12C3=CC=C4C=CC=C(C=CC1=CC=C3)C24C#N,4.735325229999999
3598,CIXNOO,C21 H20 N2 O2,Oc1ccc2ccccc2c1C=Nc1ccc(cc1)N1CCOCC1,5.328533420000001
3599,CIXTUB,C11 H8 N2 O1 S1,OC1=C(SC=C1)C1=CC=CN2C=CN=C12,5.923102190000001
3600,CIXWEN,C15 H12 Br1 N1 O3,Nc1ccccc1C(=O)OCC(=O)c1ccc(Br)cc1,5.91194552
3601,CIXWIR,C15 H12 Br1 N1 O3,Nc1cccc(c1)C(=O)OCC(=O)c1ccc(Br)cc1,5.84119592
3603,CIXYOA,C35 H28 N4 S2,CC12SC(=CC1=C1CCCC1=C1C=C(SC21C)c1ccc(nc1)c1ccccn1)c1ccc(nc1)c1ccccn1,3.5815625000000004
3604,CIYCOE,C15 H12 Br1 N1 O3,Nc1ccc(cc1)C(=O)OCC(=O)c1ccc(Br)cc1,6.03684577
3605,CIYCOF,C18 H21 Cl1 N4 O1 S1,CN(C)C(=CC=C(C1=NN=C(C)S1)C(=O)c1ccc(Cl)cc1)N(C)C,5.209347559999999
3606,CIYDAS,C19 H24 N4 O2 S1,COc1ccc(cc1)C(=O)C(=CC=C(N(C)C)N(C)C)C1=NN=C(C)S1,5.23030032
3607,CIYDEW,C24 H25 Cl1 N4 O1 S1,CN(C)C(C)=NN1C(=S)C(=C(C=C1N(C)C)c1ccccc1)C(=O)c1cccc(Cl)c1,5.61370873
3608,CIYDIA,C24 H25 Cl1 N4 O1 S1,CN(C)C(C)=NN1C(=S)C(=C(C=C1N(C)C)c1ccc(Cl)cc1)C(=O)c1ccccc1,5.41724253
3609,CIYDOG,C24 H24 Cl2 N4 O1 S1,CN(C)C(C)=NN1C(=S)C(=C(C=C1N(C)C)c1ccc(Cl)cc1)C(=O)c1ccc(Cl)cc1,5.4602365299999995
3610,CIYDUL,C26 H32 N2 O2,CC1(C)C2CCC1(C)C(=O)C2=Nc1ccc(cc1)N=C1C2CCC(C)(C1=O)C2(C)C,6.43739736
3611,CIYDUM,C25 H27 Cl1 N4 O2 S1,COc1ccc(cc1)C(=O)C1=C(C=C(N(C)C)N(N=C(C)N(C)C)C1=S)c1ccc(Cl)cc1,5.51710831
3612,CIYFAT,C12 H19 N3 O2 S1,CN(C)N=C1C2CCC3(CS(=O)(=O)N=C13)C2(C)C,6.11766358
3613,CIYFEV,C19 H15 N1 O1 S1,O=NSC(c1ccccc1)(c1ccccc1)c1ccccc1,6.861350740000001
3614,CIYMUU,C38 H26 S2,S1C=CC=C1C1=C(C2=CC=CS2)C(=C(c2ccccc2)c2ccccc2)C1=C(c1ccccc1)c1ccccc1,5.63874321
3615,CIYRUY,C24 H14 N2 S2,S1c2ccccc2N2N3c4ccccc4Sc4cccc(c5cccc1c25)c34,5.901877300000001
3616,CIYSOT,C44 H26 N2 O2 S2,O=S1c2ccccc2N(c2ccc3c4ccc(N5c6ccccc6S(=O)c6ccccc56)c5cccc(c6cccc2c36)c45)c2ccccc12,4.830292960000001
3617,CIYSUZ,C37 H29 Br1 N2 O4,CC(C)(C)C(=O)Oc1ccc(OC(=O)c2ccncn2)c2c1C1c3ccccc3C2(Cc2ccc(Br)cc2)c2ccccc12,6.0297708199999995
3618,CIYTAG,C23 H24 O7,COc1cc(OC)c2c(OC)c(C=O)c(OCc3ccccc3)c(OC)c2c1OC,5.92718389
3619,CIYWIQ,C32 H24 N6 O6,COc1ccc(cc1)C(=[N+]1[N-]C(=O)N(c2ccccc2)C1=O)C(=[N+]1[N-]C(=O)N(c2ccccc2)C1=O)c1ccc(OC)cc1,5.00852753
3620,CIYWOY,C22 H18 N4 O6 S2,CN1C(=O)N(C)C(=O)C(=CC2=CC=C(S2)C2=CC=C(S2)C=C2C(=O)N(C)C(=O)N(C)C2=O)C1=O,4.62838448
3621,CIYWUE,C26 H26 N4 O6 S2,CCN1C(=O)N(CC)C(=O)C(=CC2=CC=C(S2)C2=CC=C(S2)C=C2C(=O)N(CC)C(=O)N(CC)C2=O)C1=O,4.5998125299999995
3622,CIYXUF,C44 H26 F6,FC(F)(F)c1ccc(cc1)c1c2ccccc2c(c2ccccc2)c2c(c3ccc(cc3)C(F)(F)F)c3ccccc3c(c3ccccc3)c12,4.36633884
3623,CIYYAM,C44 H26 N2,N#Cc1ccc(cc1)c1c2ccccc2c(c2ccccc2)c2c(c3ccc(cc3)C#N)c3ccccc3c(c3ccccc3)c12,4.35273316
3624,CIYYIU,C38 H25 Cl1 S2,ClC1=C2SC=CC2C(c2ccccc2)(c2ccccc2)c2c(C3=CC=CS3)c3ccccc3c(c3ccccc3)c12,5.66377769
3625,CIZBIX,C14 H12 N4 O2,CN(N=Cc1cccc(C=O)n1)c1cccc(C=O)n1,5.971538450000001
3626,CIZCEU,C34 H30,CCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCC)c2cc3ccccc3cc12,3.50727541
3627,CIZCIY,C38 H38,CCCCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCCCC)c2cc3ccccc3cc12,3.51380615
3628,CIZCOE,C36 H34,CCCCCC#Cc1c2cc3ccccc3cc2c(C#CCCCCC)c2cc3ccccc3cc12,3.55081364
3630,CIZDEX,C13 H11 N1 O3,Oc1cccc([NH+]=Cc2cccc(O)c2[O-])c1,5.04907249
3631,CIZDIB,C14 H13 N1 O3,Cc1ccc(O)c([NH+]=Cc2cccc(O)c2[O-])c1,5.04635136
3632,CIZLED,C18 H21 N3 O6 S3,CC(O)=C(Sc1nc(SC(=C(C)O)C(C)=O)nc(SC(=C(C)O)C(C)=O)n1)C(C)=O,6.57835234
3633,CIZNUV,C22 H17 N3 O1,O=C1N(Cc2ccccc2)N=C(C=C1c1ccccn1)c1ccccc1,5.941061700000001
3634,CIZPOQ,C18 H16 Br2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,5.2692125999999995
3635,CIZQOS,C34 H26 Cl2 N2 O4,CCOC(=O)C1(C#N)C(N(c2ccccc2)C(=C1c1ccc(Cl)cc1)C(=O)c1ccc(Cl)cc1)c1ccc(OC)cc1,5.39846668
3636,CIZQUY,C30 H26 N2 O2,COc1ccc(cc1)c1nc(c(OC)nc1c1ccc2ccccc2c1)c1ccc(C)c(C)c1,5.70649956
3637,CIZRAH,C32 H22 O2,COc1ccc2c(ccc3ccc4ccc5ccc6ccc7cc(OC)ccc7c6c5c4c23)c1,5.77371168
3638,CIZREL,C32 H20 I2 O2,COc1ccc2c(ccc3ccc4ccc5ccc6ccc7c(I)c(OC)ccc7c6c5c4c23)c1I,5.61670199
3639,CIZSOV,C13 H12 N2 O3 S1,CC(O)=C1C(=O)NC(=S)N(C1=O)c1cccc(C)c1,6.05534951
3640,CIZVUC,C13 H16 N4 O1 S1,CCCC1=NNC(=S)N1N=C(C)c1ccccc1O,5.77071843
3641,CIZXIV,C18 H20 O4,CCOC(=O)C=CC1=CC=CC=C(C=CC(=O)OCC)C=C1,6.08038399
3642,CIZYIV,C23 H20 Br1 N1 O2 S1,COc1ccc(Br)c(C=NC2=C(C(=O)c3ccccc3)C3=C(CCCC3)S2)c1,5.595477109999999
3643,CIZYOB,C11 H11 Cl1 N4 O1 S1,CCC1=NNC(=S)N1N=Cc1cc(Cl)ccc1O,5.64119223
3644,CLACRD10,C18 H20 Cl1 N3 O2,COc1ccc2nc3cc(Cl)ccc3c(NCCNCCO)c2c1,5.21941577
3645,CLACRF,C13 H8 Cl1 N1,Clc1c2ccccc2nc2ccccc12,5.51520352
3646,CLANAC,C6 H2 Cl2 O4,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,5.8090864799999995
3647,CLAVIC,C16 H18 N2 O2,CC(C)=CC1[NH2+]C(CC2=CNc3cccc1c23)C(=O)[O-],6.58488307
3648,CLAZBZ02,C12 H8 Cl2 N2,Clc1ccc(cc1)N=Nc1ccc(Cl)cc1,6.03521309
3649,CLBENQ,C6 H3 Cl1 O2,ClC1=CC(=O)C=CC1=O,6.537263150000001
3650,CLBNAM,C13 H14 Cl2 N2 O2,NC(=O)C1=CN(Cc2c(Cl)cccc2Cl)C(O)CC1,6.337531579999999
3651,CLBOME,C15 H10 Cl2 O2,Clc1cccc(c1)C(=O)CC(=O)c1cccc(Cl)c1,7.004210510000002
3652,CLEBQI,C8 H8 Cl1 N1 O3,ON=C1C=CC(=CC1=O)OCCCl,5.72282639
3653,CLMANO,C12 H9 Cl1 O1,ClC1=CC=C2CC(=CC1=O)C=CC=C2,5.4594201799999995
3654,CLMANT,C16 H12 Cl2,ClCc1c2ccccc2c(CCl)c2ccccc12,5.238463729999999
3655,CLMATN10,C18 H17 Cl1,Cc1cc2c(C)c3ccccc3c(CCl)c2cc1C,5.322546920000001
3656,CLMBQO,C7 H6 Cl1 N1 O2,CC1=CC(=O)C(=CC1=NO)Cl,6.4303224
3657,CLNAPU,C10 H5 Cl1 O2,Clc1cccc2C(=O)C=CC(=O)c12,6.077662849999999
3658,CLOFUL10,C20 H10 Cl4,ClC1=C(Cl)C(C(=C1Cl)Cl)=C1C(=C1c1ccccc1)c1ccccc1,5.13587682
3659,CLPMHT,C20 H18 Cl2,CC(C=Cc1ccc(Cl)cc1)=C(C)C=Cc1ccc(Cl)cc1,5.19546974
3660,CLPTAZ,C9 H6 Cl1 N3,Clc1ccc(cc1)c1cnncn1,6.87522854
3661,CLPYTZ,C15 H10 Cl3 N3 O4,COC(=O)C1=C(C(=O)OC)C2=C(Cl)C(=C(Cl)C2=C2C=NC(=NN12)C)Cl,4.70022254
3662,CMABZQ10,C8 H8 Cl2 N2 O2,CNC1=C(Cl)C(=O)C(=C(Cl)C1=O)NC,5.06975315
3663,CMACPE,C19 H22 Cl1 N3 O2,COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCO)c2c1,5.27792025
3664,CMBZAN20,C20 H15 Cl1,Cc1c2ccccc2c(CCl)c2ccc3ccccc3c12,5.5013257200000005
3665,CMDXFO,C12 H5 Cl1 O6,ClC(c1ccc2OCOc2c1)=C1C(=O)OC(=O)C1=O,5.20444951
3666,CMHBZQ,C9 H9 Cl1 O3,CC1=C(O)C(=O)C(=C(C)C1=O)CCl,6.342701740000001
3667,CMPACR10,C21 H26 Cl1 N3 O2,CCN(CCO)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,5.302138380000001
3668,CMPDII10,C21 H19 Cl1 N2 O4,CCOC(=O)C(C=O)=C(N1CC(=O)N(C)c2ccc(Cl)cc12)c1ccccc1,5.942150160000001
3669,CMTFAZ10,C15 H14 N4 O2 S1,OC(=O)CSC(=NNc1ccccc1)N=Nc1ccccc1,4.49477658
3670,CMXSAP,C13 H11 Cl1 N2 O2,COc1ccc(O)c(C=Nc2ccc(Cl)cn2)c1,5.85534583
3671,CNANTH,C15 H9 N1,N#Cc1c2ccccc2cc2ccccc12,5.08852901
3672,COANUL,C16 H10 O2,O=C1C2=CC=CC=C1C=C1C=CC=CC(=C2)C1=O,4.65722855
3673,COBBIE05,C14 H8 O2,O=C1C=CC(=O)c2cc3ccccc3cc12,5.67656703
3674,COBCUS,C28 H30 N2 O2 S1,CCN(CC)c1ccc2c(Oc3cc(ccc3C32SC(=O)c2ccccc32)N(CC)CC)c1,5.9097686099999995
3676,COBDAA,C20 H12 F2 S2,Fc1ccc(cc1)C1=CC=C(S1)C1=CC=C(S1)c1ccc(F)cc1,5.3712553
3677,COBDAZ,C28 H34,CC(C)c1cc(C(C)C)c2ccc3c(cc(C(C)C)c4ccc1c2c34)C(C)C,5.45697116
3678,COBDIH,C24 H16 N4,c1cc2cc(c1)c1cccc(c1)N=Nc1cccc(c1)c1cccc(c1)N=N2,6.56692356
3679,COBDOO,C27 H24 N4 O3,COC1=CC2C(C3CCCN3C32C(=O)Nc2ccccc32)C(=C(C#N)C#N)C2=C(C)OC(=C12)C,6.01861414
3680,COBGUX,C32 H46 N4,CC(C)(C)Nc1c(NC(C)(C)C)c2cc(cc3c(N)c(N)c4cc(cc1c4c23)C(C)(C)C)C(C)(C)C,3.96116132
3681,COBJAH,C24 H20 N2,CC(=NN=C(C)c1ccc2ccccc2c1)c1ccc2ccccc2c1,5.782147210000001
3682,COBJEJ,C22 H16 N2 O2,O=C(C=Cc1ccc(cc1)C=CC(=O)c1ccccn1)c1ccccn1,5.49234595
3683,COBJIN,C12 H14 N2 O2,CC(=O)C(=NNc1ccc(C)cc1)C(C)=O,5.98514414
3684,COBMAK,C20 H14 F1 N5 S1,Nc1cc(ccn1)C1=C(N=C(S1)N=Nc1ccccc1)c1ccc(F)cc1,5.24036854
3685,COBNUD,C25 H15 N1,c1ccc2c(c1)ccc1ccc3ccc4ccc5cccnc5c4c3c21,5.7900385100000005
3686,COBQIU,C10 H13 N1 O2,CCOC(=O)C=C1C=CC=CN1C,5.87003999
3687,COBQUH,C14 H13 N3 S2,S=C(NN=Cc1ccccn1)SCc1ccccc1,6.15494318
3688,COBTEV,C20 H13 Br1 N4 O1 S1,Brc1ccc(cc1)C(=O)NC(=S)Nc1cc2cccnc2c2ncccc12,5.94351073
3689,COBUBP,C22 H12,c1ccc2c(c1)C1=Cc3cccc4c5cccc(C=C21)c5c34,5.10485583
3690,COBYAU,C36 H38 N2 O5,CC(C)C1C(N1N1C(=O)c2ccccc2C1=O)C(=O)OC1CC2CCC1(C2(C)C)C(O)(c1ccccc1)c1ccccc1,6.47113948
3691,COBYEY,C36 H38 N2 O5,CCCC1C(N1N1C(=O)c2ccccc2C1=O)C(=O)OC1CC2CCC1(C2(C)C)C(O)(c1ccccc1)c1ccccc1,6.507874849999999
3692,COBYOI,C34 H34 N2 O5,CC1C(N1N1C(=O)c2ccccc2C1=O)C(=O)OC1CC2CCC1(C2(C)C)C(O)(c1ccccc1)c1ccccc1,6.58379461
3693,COCDEE,C24 H20 O4,COc1ccc2ccc3C(O)C(O)c4ccc5ccc(OC)cc5c4c3c2c1,5.86786307
3694,COCFAC,C34 H28 N2 O4,COc1ccc(cc1)N=C(c1ccccc1)c1ccc(c(O)c1O)C(=Nc1ccc(OC)cc1)c1ccccc1,5.54486393
3695,COCGUZ,C33 H16 O6,CC1=C(C(=O)c2ccccc2C1=O)c1cc2C(=O)c3ccccc3C(=O)c2c2C(=O)c3ccccc3C(=O)c12,6.165011400000001
3696,COCHOL,C32 H30 N2 O4,CC(C)=CCc1ccc2NC=C(c2c1)C1=C(O)C(=O)C(=C(O)C1=O)C1=CNc2ccc(CC=C(C)C)cc12,4.842538080000001
3697,COCHUY,C12 H14 O3 S1,COc1ccc(SC(=C(C)O)C(C)=O)cc1,6.13099716
3698,COCJAG,C11 H11 Br1 O2 S1,CC(O)=C(Sc1ccc(Br)cc1)C(C)=O,6.2684146599999995
3699,COCKOW,C22 H17 N1 O6,CCOC(=O)C(=C1Nc2ccccc2OC1=O)c1cc(O)c(O)c2ccccc12,4.67600441
3700,COCLUD,C26 H14 N2 S8,N#Cc1ccc(cc1)C12SC(SC1C1SC(SC21c1ccc(cc1)C#N)=C1SC=CS1)=C1SC=CS1,5.03682738
