,ID,formula,smiles,HOMO_LUMO_gap
25116,SASPIO,C30 H20 O6,COc1cc(ccc1OC(C)=O)C1C=CC2=C(c3ccccc3C2=O)C21C(=O)c1ccccc1C2=O,5.34649293
25117,SASPOU,C27 H15 F1 O3,Fc1ccc(cc1)C1C=CC2=C(c3ccccc3C2=O)C21C(=O)c1ccccc1C2=O,5.31710464
25118,SASPUA,C27 H15 Br1 O3,Brc1ccc(cc1)C1C=CC2=C(c3ccccc3C2=O)C21C(=O)c1ccccc1C2=O,5.3701668399999996
25119,SASXOA01,C10 H7 N1 O1 S2,O=C1NC(=S)SC1=Cc1ccccc1,5.68200931
25120,SASXUG,C11 H9 N1 O1 S2,Cc1ccc(cc1)C=C1SC(=S)NC1=O,5.6169741
25121,SASYAN,C11 H6 F3 N1 O1 S2,FC(F)(F)c1ccc(cc1)C=C1SC(=S)NC1=O,5.60255207
25122,SASZUK,C21 H17 N1 S1,C(CC1=CC=CS1)N=Cc1c2ccccc2cc2ccccc12,5.39275229
25123,SATBAT,C44 H32 N2,c1ccc(cc1)C(N=Cc1c2ccccc2cc2ccccc12)C(N=Cc1c2ccccc2cc2ccccc12)c1ccccc1,5.34839773
25124,SATCOF,C12 H17 N1 O4 S2,COC(=O)CCC1C(=S)NC(=S)C1(C)CC(=O)OC,6.27195214
25125,SATFOJ,C14 H12 Cl1 N1 O1,Clc1ccccc1NCC(=O)c1ccccc1,5.8545295
25126,SATJED,C14 H30 N4 S2,CCN(CC)CCNC(=S)C(=S)NCCN(CC)CC,6.1435144
25127,SATMAE,C20 H21 Cl2 N3 O3,CN(C)c1ccc(cc1)C1NC(=O)NC(O)(C(Cl)Cl)C1C(=O)c1ccccc1,6.1095001700000005
25128,SATNAF,C30 H24 F3 N3 O3,FC(F)(F)c1ccccc1C1CC(=NN1C(=O)CN1CCCc2ccccc12)C1=Cc2ccccc2OC1=O,4.33286884
25129,SATNIK,C22 H30,CC(C)=C1C=CC(=C1)C(C)(C)C(C)(C)C1=CC(C=C1)=C(C)C,6.1277318
25130,SATPIM,C13 H16 N2 O2 S1,CCOC(=O)C(=NC(=S)c1ccccc1)N(C)C,5.77942607
25131,SATQAG,C12 H11 N1 O1 S6,CC1COC(=N1)C1=CSC(S1)=C1SC2=C(SCCS2)S1,5.35084676
25132,SATQEJ,C23 H27 Cl1 O2,CC(C)c1cc(C(C)C)c(C(=O)c2ccc(cc2)C(Cl)=O)c(c1)C(C)C,6.0308592700000005
25133,SATTIR,C20 H10 Cl2 N2 O2,Clc1ccc2C(=O)c3cc4Nc5cc(Cl)ccc5C(=O)c4cc3Nc2c1,5.145945029999998
25134,SATZIW,C12 H11 Cl1 F1 N1 O2 S1,CN(C)C1=C(C(F)=CCl)S(=O)(=O)c2ccccc12,6.00065463
25135,SAVBEZ,C15 H12 O4,CC1(C)C(=C)OC2=C1C(=O)C(=O)c1c(O)cccc21,5.58295987
25136,SAVGUT,C29 H24 N2 O4,CCOC(=O)C1=C2C=CC=CC2=C(N1)C(c1ccccc1)=C1N=C(C(=O)OCC)c2ccccc12,4.02429173
25137,SAVHEE,C29 H19 F5 N2 O4,CCOC(=O)C1=C2C=CC=CC2=C(N1)C(=C1N=C(C(=O)OCC)c2ccccc12)c1c(F)c(F)c(F)c(F)c1F,4.12715077
25138,SAVHII,C29 H27 F5 N2 O4,CCOC(=O)C1=C2CCCCC2=C(N1)C(=C1N=C(C(=O)OCC)C2=C1CCCC2)c1c(F)c(F)c(F)c(F)c1F,4.72580125
25139,SAVHOO,C30 H26 N2 O5,CCOC(=O)C1=C2C=CC=CC2=C(N1)C(c1ccc(OC)cc1)=C1N=C(C(=O)OCC)c2ccccc12,4.12660655
25140,SAVHUU,C30 H34 N2 O5,CCOC(=O)C1=C2CCCCC2=C(N1)C(c1ccc(OC)cc1)=C1N=C(C(=O)OCC)C2=C1CCCC2,4.875191749999999
25141,SAVMUA,C16 H16 O6,COc1ccc2C3C(O)C4C(O)C(O)(C=CC4=O)C3Oc2c1,6.191406440000001
25142,SAVREN,C43 H38 N6 O1,OC(CN(Cc1ccc2ccccc2n1)Cc1ccc2ccccc2n1)CN(Cc1ccc2ccccc2n1)Cc1ccc2ccccc2n1,6.390865890000001
25143,SAVTER,C16 H22 N4 S1,CC(C)(C)c1ccc(nn1)N1N=C(C=CC1=S)C(C)(C)C,5.71275817
25144,SAVTIV,C18 H26 N4 S1,CC1=CC(=NN(C1=S)c1nnc(cc1C)C(C)(C)C)C(C)(C)C,5.696431349999999
25145,SAVVAP,C19 H19 N1 O1 S1,CCCCOC1=Nc2ccccc2SC1=Cc1ccccc1,5.72445907
25146,SAVXIW,C21 H25 N3 O4 S1,CCCCCC[n+]1ccccc1NC(=O)C1=C([O-])c2ccccc2S(=O)(=O)N1C,4.5481109
25147,SAVXOC,C17 H17 N3 O4 S1,COC1=C(N(C)S(=O)(=O)c2ccccc12)C(=O)N=C1C=CC=CN1C,5.71820045
25148,SAVYET,C18 H14 O2 S1,CSC1=C(OC(=C1)c1ccccc1)C(=O)c1ccccc1,5.80418843
25149,SAVYEW01,C32 H23 N1 O2,O=Cc1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(C=O)cc1,5.39411286
25150,SAVZAR,C25 H18 O2,CC(=O)c1c(C)c2cccc3Oc4ccccc4c(c23)c1c1ccccc1,5.66078443
25151,SAVZUM,C24 H26 S4,CCCCC1=CC=C(S1)C1=CC=C(S1)C1=CC=C(S1)C1=CC=C(CCCC)S1,5.70432265
25152,SAWDEZ,C18 H12 O1 S1,O1C(=C2SC=CC2=C1c1ccccc1)c1ccccc1,5.40799067
25153,SAWDOM,C23 H13 Cl1 N4,Nc1c(cc2C(N3C=C(Cl)c4cccc(c34)c2c1C#N)c1ccccc1)C#N,5.45561059
25154,SAWFUR,C19 H18 N2 O6,COC(CO)C(=O)OC(C)C1=CC=CC2=Nc3c(cccc3C(O)=O)N=C12,5.43139246
25155,SAWNUB,C25 H20 Cl1 N3,CCN1c2ccccc2c2cc(ccc12)N=Cc1cc2cc(C)ccc2nc1Cl,5.35601692
25156,SAWPAJ,C18 H20 I1 N3 O1 S1,CCN1C(=Nc2ccc(cc12)N(C)CCO)C=CC1=CC=C(I)S1,5.167986239999999
25157,SAWROX,C29 H20 O1,OC(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,5.26240975
25158,SAWROZ,C28 H29 N1 O4,Cc1ccc2OC(=O)C3=C(OC(C)(C)C4COc5c6CCCN7CCCc(cc5C34)c67)c2c1,5.354656350000001
25159,SAWRUD,C29 H18 O1,O=C(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,5.194381290000001
25160,SAWRUF,C27 H27 N1 O4,CC1(C)OC2=C(C3C1COc1c4CCCN5CCCc(cc31)c45)C(=O)Oc1ccccc21,5.46731148
25161,SAWSAM,C22 H12 S2,S1c2ccccc2c2cc3cc4c(Sc5ccccc45)cc3cc12,5.36798993
25162,SAWSEQ,C22 H12 S2,S1c2ccccc2c2c1ccc1cc3c(Sc4ccccc34)cc21,5.69670346
25163,SAWZIB,C28 H23 Br1 N2 O1,CN1c2ccccc2C(C)(C)C21Oc1c(cc3ccccc3c1N=C2)c1ccc(Br)cc1,6.044192849999999
25164,SAXBOK,C24 H20 Cl1 N1 O3,CC1(C)CC(=O)C2=C(C1)NC1=C(C2c2ccc(Cl)cc2)c2ccccc2OC1=O,5.88663893
25165,SAXCOL,C18 H13 N5,C1=CN2C(=C(N=Cc3ccncc3)N=C2c2ccncc2)C=C1,5.47411433
25166,SAXHEE,C20 H22 O5 S1,COc1cc2CC(CO)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC,5.256423249999999
25167,SAXKOR,C21 H15 N1,c1ccc(cc1)C=Cc1c2ccccc2nc2ccccc12,5.3791466
25168,SAXKUX,C23 H19 N1,Cc1ccc(C)c(C=Cc2c3ccccc3nc3ccccc23)c1,5.53860531
25169,SAXLOS,C20 H20 O2,COc1ccccc1C=CC=CC=Cc1ccccc1OC,5.2406406500000005
25170,SAXMEM,C25 H24 F3 N3 O3,CN1C=C(C=C(N2CCOCC2)C1=O)c1cc(NC(=O)c2cccc(c2)C(F)(F)F)ccc1C,5.86350925
25171,SAXNEN,C16 H11 N5 O1 S1,C(Sc1ccc(nn1)c1ccccn1)C1=CC=CC2=NON=C12,6.100520410000001
25172,SAXQIU,C23 H20 O2,CC1(C)CC(=O)C(=Cc2c3ccccc3cc3ccccc23)C(=O)C1,5.02431014
25173,SAXQOA,C33 H32 O4,CC1(C)CC(=C(C(c2ccc3ccc4cccc5ccc2c3c45)C2=C(O)CC(C)(C)CC2=O)C(=O)C1)O,5.6229606
25174,SAXXOF,C36 H40,CC(C)C1CCc2ccc3cc(C)ccc3c2C1=C1C(CCc2ccc3cc(C)ccc3c12)C(C)C,5.5990145899999995
25175,SAYBEA,C24 H19 O1 P1 S1,CP1(=S)C(=CC(=C1c1ccccc1)C(=O)c1ccccc1)c1ccccc1,5.52391116
25176,SAYFAZ,C15 H12 O4,CC(=C)C1CC2=C(O1)C(=O)c1cccc(O)c1C2=O,5.897251369999999
25177,SAYHOQ,C22 H21 Br1 O10,CC(=O)OCC1OC(CC(OC(C)=O)C1OC(C)=O)c1ccc2C(=O)C=C(Br)C(=O)c2c1O,6.19603238
25178,SAYJOS,C29 H29 N1 O7,CCOC(=O)C1=C(C)N(Cc2ccccc2)C2(C(=O)OCC)c3ccccc3C(=O)C(=C12)C(=O)OCC,5.87058421
25179,SAYKAF,C24 H27 N1 O7,CCOC(=O)C1C(=O)c2ccccc2C2=CC(=C(C(=O)OCC)C12C(=O)OCC)N(C)C,5.704866870000002
25181,SAYNIS,C15 H11 F4 I1 N2,CN(C)c1ccc(cc1)C=Nc1c(F)c(F)c(I)c(F)c1F,5.800923060000001
25182,SAYWUK,C14 H12 Cl2 N2,Cc1ccc(N=Nc2ccc(C)cc2Cl)c(Cl)c1,6.10841171
25183,SAYXUL,C14 H11 N3,CC1=C(C)N2c3ccccc3N=C2C(=C1)C#N,5.76554826
25184,SAYYOH,C15 H13 Cl3 N4 O3 S1,COc1cc(Cl)nc(NC(=S)NC(=O)C(C)Oc2ccc(Cl)cc2Cl)n1,6.36800833
25185,SAYZAW,C11 H9 N1 O3 S1,COC(=O)C1=Cc2cc(N)ccc2SC1=O,5.39547343
25186,SAZBOL,C14 H14 N4 O1,CC(=NNC(=O)c1ccncc1)c1ccc(N)cc1,6.1394326900000005
25187,SAZCAZ,C34 H20 Br2,Brc1ccc(cc1)c1cc(c2ccccc2)c(c2ccc(Br)cc2)c2c3cccc4cccc(c34)c12,5.64772297
25188,SAZDEE,C11 H13 N3 O1 S2,CN(C)C1=CC=C(C2SCCS2)C2=NON=C12,5.437378959999999
25189,SAZJOT,C29 H34 N2 S4,S=C(SCc1ccccc1)C1=C(CCC1)NCCCNC1=C(CCC1)C(=S)SCc1ccccc1,5.86078811
25190,SAZMOV,C22 H28 N2 O3,CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5CC1N(C)CCC23c45,6.2978029499999995
25191,SAZROC,C46 H36 N4 O2,COC1C(OC)C2=NC1=C(C1=CC=C(N1)C(=C1C=CC(=N1)C(=C1NC(=C2c2ccccc2)C=C1)c1ccccc1)c1ccccc1)c1ccccc1,4.08660581
25192,SAZSAN,C30 H28 P4,C1CP(c2ccccc2)C(P1c1ccccc1)=C1P(CCP1c1ccccc1)c1ccccc1,5.89371389
25193,SAZTUI,C23 H18 N4 O5 S1,COC(=O)C12CSC3(C(N4C(=O)c5ccccc5C4=O)C(=O)N3C1C=NN2)c1ccccc1,5.76527615
25194,SAZYAW,C13 H5 F5 N2 O1,Fc1c(F)c(F)c(N=NC(=O)c2ccccc2)c(F)c1F,6.352497840000001
25195,SAZZUO,C4 H4 S4,CSC1=CC(=S)SS1,5.58540889
25196,SEBCIO,C35 H21 N1,c1ccc(cc1)c1c2ccncc2c(c2ccccc2)c2c3cccc4ccc5cccc(c5c34)c12,5.59411654
25197,SEBFOU,C18 H16 O2,CCC1=C(C(=O)c2ccccc12)c1ccc(OC)cc1,5.64935565
25198,SEBGEL,C28 H30 Br1 N1 O3,CC1=C(C)C(=O)C(=C(C)C1=O)C(CCCCCC(=O)Nc1ccc(Br)cc1)c1ccccc1,5.74595607
25199,SEBJUF,C32 H42 N4,CCC1=C(NC(=C1CC)C1=C(CC)C(=C(N1)C=C1N=C(C)C(=C1C)C)CC)C=C1N=C(C)C(=C1C)C,3.8664657
25200,SEBLER,C15 H10 O2 S1,OC1=C(Oc2ccccc2C1=S)c1ccccc1,5.000092000000001
25201,SEBPAT,C22 H20 N2 O2,CN1CCC(c2ccc3N(C)C=Cc3c2)C21C(=O)c1ccccc1C2=O,5.88500625
25202,SEBPIY01,C14 H16 N4 O3,CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N1CCCC1,6.59495128
25204,SEBREZ,C24 H25 N3 O2,CC(C)CN1N=Cc2cc(ccc12)C1CCN(C)C21C(=O)c1ccccc1C2=O,5.896707139999999
25205,SEBROI,C44 H32 N2 S1,Cc1ccc(cc1)C1=C2SC(=C(C3=CC=C(N3)C(=C=C=C(C3=CC=C1N3)c1ccccc1)c1ccccc1)c1ccc(C)cc1)C=C2,3.92905189
25208,SECCOV,C17 H13 N1 O4,Nc1ccccc1C(=O)OCC(=O)C1=Cc2ccccc2O1,5.86432559
25209,SECDOV,C15 H15 N5 O1,CN(CCO)c1ccc(cc1)N=Nc1ccc(nc1)C#N,5.08607998
25210,SECDOW,C20 H26 O3,CC(C)C1=CC2=CC(=O)C3C(C)(C)CCCC3(C)C2=C(O)C1=O,5.745683949999999
25211,SECFAH,C17 H14 Br1 N1 O3 S1,CN(C)c1ccc(cc1)C1=C(Br)C(=O)c2ccccc2S1(=O)=O,4.922811670000001
25212,SECFIR,C24 H22 N2,CC1N=C(c2ccccc2)C(=NC1c1ccc(C)cc1)c1ccccc1,6.32310955
25213,SECJEP,C22 H31 N1 O2,CNC1=CC(=O)C(=CC1=O)CC1(C)C(C)CCC2(C)C1CCC=C2C,5.5105775900000005
25214,SECMAR,C31 H25 N3 O5,O=C(CCCC#C)OCOC1=NC(=Cc2cccc(c2)C(=O)c2ccccc2)C(=O)NC1=Cc1ccccn1,5.20689853
25215,SECMIY,C12 H8 I2 N2,Ic1ccccc1N=Nc1ccccc1I,5.9862326
25216,SECPIB,C23 H18 Cl2 N4 O1,CC1=NN(C(=O)C1=C(Nc1cc(Cl)c(Cl)cc1N)c1ccccc1)c1ccccc1,5.81425665
25217,SECPIC,C46 H30 O2,Cc1cccc(C)c1c1cc2c3ccccc3C(=O)c3cc4c(cc5c6ccccc6C(=O)c6cc1c(c23)c4c56)c1c(C)cccc1C,4.2515068
25218,SECQOI,C34 H30 N4 O2,C(OCc1ccccc1)N1C=C(C=NN=CC2=CN(COCc3ccccc3)c3ccccc23)c2ccccc12,6.051267810000001
25219,SECRAV,C17 H13 N3 O2,O=C(Nc1ccccc1Oc1ccccc1)c1cnccn1,6.23494466
25221,SECROK,C34 H36 N2 S8,CCCCC1=C(C#N)c2c(C)c3c(c(C)c2C1=C1SC(=C(SC)S1)SC)C(=C(CCCC)C3=C1SC(=C(SC)S1)SC)C#N,4.33722266
25222,SECVUU,C20 H21 N5,CN(C)c1ccc(cc1)C1=C(C#N)C(=C(C#N)C1=CN1CCCC1)N,5.2101638999999995
25223,SECWUU,C18 H17 F1 O4,COc1cc(OC)c(C=CC(=O)c2ccccc2F)c(OC)c1,5.93643577
25224,SEDBEK,C16 H19 N3 O4 S1,CCOC(=O)C1=C(C)N(C)C(S1)=NN=Cc1ccc(O)c(OC)c1,5.8003788300000005
25225,SEDBUY,C18 H18 O3,COC1=C(CCC1)C1(C)C(=O)C=C(C1=O)c1ccccc1,5.71248606
25227,SEDJIW,C22 H21 N3 O3 S1,CCOC(=O)C1=C(C)N=C2SC(=CC3=CC=CN3C)C(=O)N2C1c1ccccc1,5.38404465
25228,SEDJUJ,C25 H20 O3,COc1ccc2C(=O)C(=CC=C(c3ccccc3)c3ccccc3)C(O)c2c1,5.64745085
25229,SEDLAQ,C13 H11 N3 O3 S1,COc1cccc(C=C2SC3=NC=NN3C2=O)c1OC,5.81425664
25230,SEDLUK,C28 H21 Cl1 N2 O3,COc1ccc(cc1)C1=NOC2(CCc3nc4ccccc4cc3C2=O)C1c1ccc(Cl)cc1,5.99357968
25231,SEDQUN,C22 H22 O6 S2,CCOc1cc(c(OCC)cc1C1=C2OCCOC2=CS1)C1=C2OCCOC2=CS1,5.51465929
25232,SEDRAU,C33 H28 B1 P1,C[P+](C#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,5.46105286
25233,SEDSOJ,C22 H18 N2,N#CC1=C(C#N)C2C3C=C4CCc5ccc(CCC3=CC4C12)cc5,6.2090938399999995
25234,SEDSUS,C36 H38,CC(C)(C)c1ccc(cc1)C(=CC=C(c1ccccc1)c1ccc(cc1)C(C)(C)C)c1ccccc1,5.67357378
25235,SEDWEG,C19 H11 Cl1 F3 N1 O1,FC(F)(F)C1OC(=Cc2ccccc2)c2nc3cc(Cl)ccc3cc12,5.461869199999999
25236,SEDYEH,C16 H14 S4,CSC1=C(SC)SC(S1)=Cc1cccc2ccccc12,5.6580633
25237,SEDZOQ01,C14 H13 N3 O4 S2,CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)NC1=NC=C(C)S1,5.65942386
25238,SEFCAI,C22 H17 F3 N4 O2 S1,CCN1C(=O)c2cccc3c(NNC(=S)Nc4ccc(cc4)C(F)(F)F)ccc(C1=O)c23,5.3092133399999994
25239,SEFFIU,C34 H28 F8 N4 O6 S1,CCOC(=O)C(=CNc1ccccc1N=CC1=CC=C(S1)C=Nc1ccccc1NC=C(C(=O)OCC)C(=O)C(F)(F)C(F)F)C(=O)C(F)(F)C(F)F,5.088528999999999
25240,SEFFOA,C32 H32 N4 O6 S1,CCOC(=O)C(=CNc1ccccc1N=CC1=CC=C(S1)C=Nc1ccccc1NC=C(C(C)=O)C(=O)OCC)C(C)=O,5.23547049
25241,SEFHEQ,C14 H10 S8,C1CSC(S1)=C1SC2=C(S1)C(=C1SC=CS1)C1(C2)SC=CS1,5.288804799999999
25242,SEFJEU,C14 H13 N3 O2,Cc1ccc(cc1)N=Nc1ccc(O)c(C=NO)c1,6.06650618
25243,SEFKUL,C13 H9 Br1 Cl1 N1 O2,Oc1ccc(Cl)cc1[NH+]=Cc1cc(Br)ccc1[O-],4.94403655
25244,SEFLUK,C40 H32 O12,O=C1COc2c3ccccc3c(OCC(=O)OCCOC(=O)COc3c4ccccc4c(OCC(=O)OCCO1)c1ccccc31)c1ccccc21,5.3595543999999995
25245,SEFPEB,C26 H20 F5 N1 S1,FS(F)(F)(F)(F)c1ccc(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)cc1,5.36581302
25246,SEFPIF,C26 H18 F5 N1 S1,FS(F)(F)(F)(F)c1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,5.54840141
25247,SEFPOL,C34 H22 F5 N1 S1,FS(F)(F)(F)(F)c1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,4.992744930000001
25248,SEFPUR,C34 H26 F5 N1 S1,FS(F)(F)(F)(F)c1ccc(C=Cc2ccc(cc2)C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)cc1,4.679814
25249,SEFTII,C33 H22 N4 O1,O1c2ccccc2N(c2ccc(cc2)c2nc(nc(n2)c2ccccc2)c2ccccc2)c2ccccc12,4.87464752
25250,SEFVEE,C12 H12 N4 O3,O=C([O-])C[N+]1=CN(NC(=O)Cc2ccccc2)C=N1,5.50268628
25251,SEFWEI,C27 H23 N1 O2,CCOC(=O)C1(CC1C=Cc1c2ccccc2cc2ccccc12)c1ccccn1,5.34839774
25252,SEFWIJ,C27 H32 N2 O2,COC(=O)c1ccc(cc1)N1C(=C2C3=C(C(C)(C)C2=C1C)C(C)(CC(C)(C)C3)C#N)C,5.940789580000001
25253,SEFWOP,C5 H12 N1 O6 P1,CC(O)C([NH2+]CP(O)(=O)[O-])C(O)=O,6.0496351200000005
25254,SEFXEG,C13 H9 N1 S1,N#CC(=CC1=CC=CS1)c1ccccc1,5.81588933
25255,SEFZAG,C24 H17 N3,c1ccc(nc1)N(c1ccccn1)c1c2ccccc2cc2ccccc12,5.3592822799999995
25257,SEGCIS,C22 H18 N2 O1 S1,CSc1ccccc1C#Cc1c(N)cccc1NC(=O)c1ccccc1,5.98106244
25258,SEGCIT,C36 H42 N2 O2 S2,CCCCCCCCN1C(=O)c2c(cc3N(CCCCCCCC)C(=O)c4c(cc1c2c34)C1=CC=CS1)C1=CC=CS1,4.924988580000001
25259,SEGCOZ,C36 H42 N2 O2 S2,CCCCCCCCN1C(=O)c2cc(C3=CC=CS3)c3N(CCCCCCCC)C(=O)c4cc(C5=CC=CS5)c1c2c34,5.349758300000001
25260,SEGCUE,C22 H18 N2 O3 S1,CS(=O)(=O)c1ccccc1C#Cc1c(N)cccc1NC(=O)c1ccccc1,5.611803940000001
25261,SEGKUL,C11 H12 O1 S2,CSC(=S)C=C(O)c1ccc(C)cc1,5.56445613
25262,SEGVUW,C20 H25 N3 O2,CCCCN1C(=O)c2cccc3c(NCCN(C)C)ccc(C1=O)c23,5.501869940000001
25263,SEHBUC,C22 H22 N4 O1 S2,COC1(N(C)C2=C(N=C1c1ccccc1)C(=NC(=N2)SC)SC)c1ccccc1,5.584592550000001
25264,SEHCAJ,C23 H24 N4 O1 S2,CCOC1(N(C)C2=C(N=C1c1ccccc1)C(=NC(=N2)SC)SC)c1ccccc1,5.668131499999999
25265,SEHFET,C10 H7 Br1 N2 O1,CC(=O)c1cnc2cc(Br)ccc2n1,6.510868100000001
25266,SEHJOF,C24 H21 N1 O4,COc1ccc(cc1)N1C(C2OC1(OC)c1ccccc1C2=O)c1ccccc1,5.6496277599999996
25267,SEHKAU,C14 H9 N3 O1,N1c2ccccc2N=C1C1=C2C=CC=CC2=NO1,5.562823450000001
25268,SEHKUO,C22 H21 N1 O4,CCOC(=O)c1ccc(C=CC2=CC(=C3C=CC=CN23)C(=O)OCC)cc1,5.31737676
25269,SEHLAV,C17 H16 N2 O1,CN(C)c1ccc(cc1)C=C1Nc2ccccc2C1=O,4.84906882
25270,SEHLEZ,C21 H20 N2 O1,O=C1C(Nc2ccccc12)=Cc1cc2CCCN3CCCc(c1)c23,4.8898858899999995
25271,SEHLID,C20 H22 N2 O1,CCCN1C(=Cc2ccc(cc2)N(C)C)C(=O)c2ccccc12,4.71927051
25272,SEHLOJ,C24 H26 N2 O1,CCCN1C(=Cc2cc3CCCN4CCCc(c2)c34)C(=O)c2ccccc12,4.62158163
25273,SEHPUQ,C20 H20 Cl1 N3 S1,CCN(CC)C1=NC(=CSC1=Nc1ccc(Cl)cc1)c1ccccc1,5.752758920000001
25275,SEJCOB,C26 H20 N2 O2 S1,Oc1ccccc1C=Nc1ccc(Sc2ccc(cc2)N=Cc2ccccc2O)cc1,5.55656483
25276,SEJDIW,C25 H26 Br1 N3 O5,COC1OC(CNC2=CC(=O)C(=NNc3ccc(Br)cc3)c3ccccc23)C2OC(C)(C)OC12,5.19193226
25277,SEJDOC,C24 H24 Br1 N3 O5,CC1(C)OC2OC(CNC3=CC(=O)C(=NNc4ccc(Br)cc4)c4ccccc34)C(O)C2O1,5.21206869
25278,SEJDOD,C10 H4 Cl2 N4 S4,ClC1=NSSC1=Nc1ccccc1N=C1SSN=C1Cl,5.87983608
25279,SEJDUI,C24 H17 F3,FC(F)(F)c1ccc(cc1)C1=CC(=C(C1)c1ccccc1)c1ccccc1,5.631668250000001
25280,SEJFAQ,C24 H20,Cc1ccc(cc1)C1=CC(=C(C1)c1ccccc1)c1ccccc1,5.65670273
25281,SEJFEU,C27 H20,C1C(=CC(=C1c1ccccc1)c1ccccc1)c1cccc2ccccc12,5.766364599999999
25282,SEJFIY,C29 H22,C1C(=CC(=C1c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccccc1,5.6186067799999995
25283,SEJJIC,C33 H51 B1 N2,CC[B-](CC)(CC)C1=C[N+](=CN1c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C,6.63631259
25284,SEJNUS,C29 H24 P2,C(P(c1ccccc1)c1ccccc1)P1C(=CC=C1c1ccccc1)c1ccccc1,5.54431971
25285,SEJQEE,C31 H29 Br2 P1,Cc1cc(C)c(c(C)c1)c1cc(Br)cc(c1P=Cc1ccc(Br)cc1)c1c(C)cc(C)cc1C,5.748405089999999
25286,SEJSAB,C19 H11 F2 N3 O3 S1,CCOC(=O)C1=CN2N=C3Sc4ccccc4N3c3c(F)c(F)cc(C1=O)c23,5.902693640000001
25287,SEJTEJ,C13 H18 N6 O2,CN(C)C=NC1=C(C=NN1C)C1=NC(=CN(C)C)C(=O)O1,5.95657219
25288,SEJZIQ,C14 H13 N1 O3,O=C1C=C(N2CCOCC2)c2ccccc2C1=O,5.63302882
25289,SEJZIT,C24 H22 N2 O3 S1,CCOC(=O)C1=C(C)NC(=C(C#N)C1c1ccccc1)SCC(=O)c1ccccc1,6.27848287
25290,SEJZOZ,C24 H21 Cl1 N2 O3 S1,CCOC(=O)C1=C(C)NC(=C(C#N)C1c1ccccc1)SCC(=O)c1ccc(Cl)cc1,6.31848361
25291,SEKBAM01,C21 H15 N1 O6 S1,COC(=O)C=C(C(=O)OC)C1=C2C(=C(N)S1)C(=O)Oc1ccc3ccccc3c21,5.3064922
25292,SEKCEQ,C24 H26 O6,COC1=C2CC(OC3=C2C(=CC1=O)Oc1cc2OC(C)(C)CCc2c(O)c31)C(C)C,4.96988736
25293,SEKDIV,C11 H9 N3 S1,NC(=S)c1cccc(n1)c1ccccn1,6.080656100000001
25294,SEKGAT,C24 H30 Br1 N3 O1,CCCC(N(CC)CC)C(=O)N1Cc2cc(C)ccc2N=C1c1ccc(Br)cc1,5.947320309999999
25295,SEKHUO,C24 H15 N3,N#Cc1ccc(NN=Cc2ccc3ccc4cccc5ccc2c3c45)cc1,5.085535760000001
25296,SEKKAX,C23 H20 N2 S1,CN(C)c1ccc(cc1)C=Cc1ccccc1C1=Nc2ccccc2S1,5.53397938
25297,SEKKEB,C21 H18 N2 S1,CN(C)c1ccc(cc1)c1ccccc1C1=Nc2ccccc2S1,5.92663967
25298,SEKLEZ,C15 H13 N1 O2,CC1(Nc2ccc(O)cc2C1=O)c1ccccc1,6.0787513099999995
25299,SEKLOJ,C29 H25 N3 O4,COc1ccc(NC2=CC(=O)C3=C(C(=O)C(C)(N3)c3ccccc3)C2=Nc2ccc(OC)cc2)cc1,4.95737013
25300,SEKLUP,C29 H25 N3 O4,COc1ccc(NC2=CC(=O)C(=C3C(=O)C(C)(N=C23)c2ccccc2)Nc2ccc(OC)cc2)cc1,5.098869329999999
25301,SEKPON,C21 H20 O8,COC(=O)c1c(C)cc2C(=O)c3cc(OC)c(OC)c(OC)c3C(=O)c2c1OC,6.07303692
25302,SEKREI,C25 H32 O4,CC(C)(C)C(C1=CC(=O)C(=CC1=O)C(C)(C)C)C1=CC(=O)C(=CC1=O)C(C)(C)C,6.301340440000001
25303,SEKRIM,C25 H34 O4,CC(C)(C)C(c1cc(O)c(cc1O)C(C)(C)C)C1=CC(=O)C(=CC1=O)C(C)(C)C,4.9195463
25304,SEKROS,C19 H20 O4,CC1=CC(=O)C(=CC1=O)C(C1=CC(=O)C(=CC1=O)C)C(C)(C)C,6.47848656
